Index,Original Email,Model A,Model B,Compare Result,Time (sec)
28,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 04:26 PM ---------------------------
 ""George Richards"" <cbpres@austin.rr.com> on 09/26/2000 01:18:45 PM
 Please respond to <cbpres@austin.rr.com>
 To: ""Phillip Allen"" <pallen@enron.com>
 cc: ""Larry Lewter"" <retwell@mail.sanmarcos.net>, ""Claudia L. Crocker"" 
 <clclegal2@aol.com> 
 Subject: Investment Structure
 STRUCTURE:
 Typically the structure is a limited partnership with a corporate (or LLC)
 general partner. The General Partner owns 1% of the project and carries the
 liability of construction.
 LAND OWNERSHIP & LOANS
 The property would be purchased in the name of the limited partnership and
 any land loans, land improvements loans and construction loans would be in
 the name of the limited partnership. Each of the individual investors and
 all of the principals in Creekside would also personally guarantee the
 loans. If the investor(s) do not sign on the loans, this generally means
 that a larger amount of cash is required and the investor's share of profits
 is reduced.
 All loans for residential construction, that are intended for re-sale, are
 full recourse loans. If we are pursuing multifamily rental developments,
 the construction loans are still full recourse but the mortgage can often be
 non-recourse.
 USE OF INITIAL INVESTMENT
 The initial investment is used for land deposit, engineering &
 architectural design, soils tests, surveys, filing fees, legal fees for
 organization and condominium association formation, and appraisals. Unlike
 many real estate investment programs, none of the funds are used for fees to
 Creekside Builders, LLC. These professional expenses will be incurred over
 the estimated 6 month design and approval period.
 EARLY LAND COSTS
 The $4,000 per month costs listed in the cash flow as part of land cost
 represent the extension fees due to the seller for up to 4 months of
 extensions on closing. As an alternative, we can close into a land loan at
 probably 70% of appraised value. With a land value equal to the purchase
 price of $680,000 this would mean a land loan of $476,000 with estimated
 monthly interest payments of $3,966, given a 10% annual interest rate, plus
 approximately 1.25% of the loan amount for closing costs and loan fees.
 EQUITY AT IMPROVEMENT LOAN
 Once the site plan is approved by the City of Austin, the City will require
 the development entity to post funds for fiscal improvements, referred to as
 the ""fiscals"". This cost represents a bond for the completion of
 improvements that COA considers vital and these funds are released once the
 improvements have been completed and accepted by COA. This release will be
 for 90% of the cost with the remaining 10% released one year after
 completion. Releases can be granted once every 90 days and you should
 expect that the release would occur 6 months after the start of lot
 improvement construction. These fiscals are usually posted in cash or an
 irrevocable letter of credit. As such, they have to be counted as a
 development cost, even though they are not spent. Because they are not
 spent no interest is charged on these funds.
 The lot improvement loan is typically 75% of the appraised value of a
 finished lot, which I suspect will be at least $20,000 and potentially as
 high as $25,000. This would produce a loan amount of $15,000 on $20,000
 per lot. With estimated per lot improvement costs of $9,000, 'fiscals' at
 $2,000 and the land cost at $8,000 , total improved lot cost is $19,000
 which means $0 to $4,000 per lot in total equity. The investment prior to
 obtaining the improvement loan would count towards any equity requirement
 provided it was for direct costs. Thus, the additional equity for the
 improvement loan would be $0-$184,000.  Even if the maximum loan would
 cover all costs, it is unlikely the bank would allow reimbursement of funds
 spent. The higher estimates of equity investments are shown in the
 preliminary proforma to be on the safe side. The engineer is preparing a
 tentative site layout with an initial evaluation of the phasing, which can
 significantly reduce the cash equity requirement.
 Phasing works as follows. If the first phase was say 40 units, the total
 lot improvement cost might average $31,000 per lot.  Of this, probably
 $13,000 would be for improvements and $19,000 for the land cost. The
 improvements are higher to cover large one time up front costs for design
 costs, the entry road, water treatment costs, perimeter fencing and
 landscaping, and so on, as well as for 100% of the land. The land loan for
 undeveloped lots would be 70% of the appraised raw lot value, which I would
 estimate as $10,000 per lot for a loan value of $7,000 per lot. Then the
 loan value for each improved lot would be $15,000 per lot. This would give
 you a total loan of $992,000, total cost of $1,232,645 for equity required
 of $241,000. This was not presented in the initial analysis as the phasing
 is depended on a more careful assessment by the Civil Engineer as the
 separate phases must each be able to stand on its own from a utility
 standpoint.
 CONSTRUCTION LOANS
 There are three types of construction loans. First, is a speculative
 (spec) loan that is taken out prior to any pre-sales activity. Second, is
 a construction loan for a pre-sold unit, but the loan remains in the
 builder/developers name. Third, is a pre-sold unit with the construction
 loan in the name of the buyer. We expect to have up to 8 spec loans to
 start the project and expect all other loans to be pre-sold units with loans
 in the name of the builder/developer. We do not expect to have any
 construction loans in the name of the buyers, as such loans are too
 difficult to manage and please new buyers unfamiliar with the process.
 Spec loans will be for 70% to 75% of value and construction loans for
 pre-sold units, if the construction loan is from the mortgage lender, will
 be from 80% to 95% of value.
 DISBURSEMENTS
 Disbursements will be handled by the General Partner to cover current and
 near term third party costs, then to necessary reserves, then to priority
 payments and then to the partners per the agreement. The General Partner
 will contract with Creekside Builders, LLC to construct the units and the
 fee to CB will include a construction management and overhead fee equal to
 15% of the direct hard cost excluding land, financing and sales costs.
 These fees are the only monies to Creekside, Larry Lewter or myself prior to
 calculation of profit, except for a) direct reimbursement for partnership
 expenses and b) direct payment to CB for any subcontractor costs that it has
 to perform. For example, if CB cannot find a good trim carpenter sub, or
 cannot find enough trim carpenters, etc., and it decides to undertake this
 function, it will charge the partnership the same fee it was able to obtain
 from third parties and will disclose those cases to the partnership.
 Finally, CB will receive a fee for the use of any of its equipment if it is
 used in lieu of leasing equipment from others. At present CB does not own
 any significant equipment, but it is considering the purchase of a sky track
 to facilitate and speed up framing, cornice, roofing and drywall spreading.
 REPORTING
 We are more than willing to provide reports to track expenses vs. plan.
 What did you have in mind? I would like to use some form of internet based
 reporting.
 BOOKKEEPING
 I am not sure what you are referring to by the question, ""Bookkeeping
 procedures to record actual expenses?"" Please expand.
 INVESTOR INPUT
 We are glad to have the investor's input on design and materials. As always
 the question will be who has final say if there is disagreement, but in my
 experience I have always been able to reach consensus. As you, and I presume
 Keith, want to be involved to learn as much as possible we would make every
 effort to be accommodating.
 CREEKSIDE PROCEEDURES
 CB procedures for dealing with subs, vendors and professionals is not as
 formal as your question indicates. In the EXTREMELY tight labor market
 obtaining 3 bids for each labor trade is not feasible. For the professional
 subs we use those with whom we have developed a previous rapport. Finally,
 for vendors they are constantly shopped.
 PRE-SELECTED PROFESSIONALS, SUBS AND VENDORS
 Yes there are many different subs that have been identified and I can
 provide these if you are interested.
 I know I have not answered everything, but this is a starting point. Call
 when you have reviewed and we can discuss further.
 Sincerely,
 George Richards
 President, Creekside Builders, LLC
  - winmail.dat","1. Construction Loans:
   - Speculative (spec) loan taken out prior to any pre-sales activity, for 70% to 75% of value.
   - Construction loans for pre-sold units are in the builder/developer's name and range from 80% to 95% of value if the construction loan is from the mortgage lender.
   - There will be up to 8 spec loans to start the project, and all other loans will be pre-sold units with loans in the builder/developer's name.

2. Disbursements:
   - General Partner handles current and near term third party costs, necessary reserves, priority payments, and then to partners per the agreement.
   - Creekside Builders, LLC will construct the units and receive a construction management and overhead fee equal to 15% of the direct hard cost excluding land, financing, and sales costs.

3. Reporting:
   - The team is open to providing internet-based reports to track expenses vs. plan.

4. Bookkeeping procedures:
   - It seems there might be some confusion as the question was not expanded upon.

5. Investor input:
   - The team welcomes investor's input on design and materials, with the understanding that they may not always have final say in case of disagreement but will make every effort to reach consensus.

6. Creekside procedures:
   - Procedures for dealing with subs, vendors, and professionals are less formal due to the extremely tight labor market, with 3 bids for each labor trade being impractical.
   - Professional subs are chosen based on prior rapport, while vendors are constantly shopped.

7. Pre-selected professionals, subs, and vendors:
   - A list of identified subs can be provided upon request.

8. Additional details:
   - George Richards, President of Creekside Builders, LLC, invites further discussion after reviewing the information provided.","Hi George,

Thank you for the detailed overview of the investment structure and associated processes. I appreciate the comprehensive breakdown you've provided. I have gone through the initial information and have a better understanding now.

I would like to schedule a call to discuss this further and address a few specific points in more detail. Please let me know your availability for a call this week.

Looking forward to our conversation.

Best regards,

Phillip Allen",modelB wins,1.12
29,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 02:00 PM ---------------------------
  Reschedule
 Chairperson: Richard Burchfield
 Sent by: Cindy Cicchetti
 Start: 10/03/2000 02:30 PM
 End: 10/03/2000 03:30 PM
 Description: Gas Physical/Financail Positions - Room 2537
 This meeting repeats  starting on (if the date occurs on a weekend the 
 meeting ).
 Meeting Dates: 
 Fletcher J Sturm/HOU/ECT
 Scott Neal/HOU/ECT
 Hunter S Shively/HOU/ECT
 Phillip K Allen/HOU/ECT
 Allan Severude/HOU/ECT
 Scott Mills/HOU/ECT
 Russ Severson/HOU/ECT
 Detailed description:
 ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 02:00 PM ---------------------------
  Confirmation
 Chairperson: Richard Burchfield
 Sent by: Cindy Cicchetti
 Start: 10/03/2000 02:30 PM
 End: 10/03/2000 03:30 PM
 Description: Gas Physical/Financail Positions - Room 2537
 This meeting repeats  starting on (if the date occurs on a weekend the 
 meeting ).
 Meeting Dates: 
 Fletcher J Sturm/HOU/ECT
 Scott Neal/HOU/ECT
 Hunter S Shively/HOU/ECT
 Phillip K Allen/HOU/ECT
 Allan Severude/HOU/ECT
 Scott Mills/HOU/ECT
 Russ Severson/HOU/ECT
 Detailed description:
 Status update:
 Fletcher J Sturm -> No Response
 Scott Neal -> No Response
 Hunter S Shively -> No Response
 Phillip K Allen -> No Response
 Allan Severude -> Accepted
 Scott Mills -> Accepted
 Russ Severson -> No Response
 ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 02:00 PM ---------------------------
  Reschedule
 Chairperson: Richard Burchfield
 Sent by: Cindy Cicchetti
 Start: 09/27/2000 02:00 PM
 End: 09/27/2000 03:00 PM
 Description: Gas Trading Vision Meeting - Room EB2601
 This meeting repeats  starting on (if the date occurs on a weekend the 
 meeting ).
 Meeting Dates: 
 Phillip K Allen/HOU/ECT@ECT
 Hunter S Shively/HOU/ECT@ECT
 Scott Mills/HOU/ECT@ECT
 Allan Severude/HOU/ECT@ECT
 Jeffrey C Gossett/HOU/ECT@ECT
 Colleen Sullivan/HOU/ECT@ECT
 Russ Severson/HOU/ECT@ECT
 Jayant Krishnaswamy/HOU/ECT@ECT
 Russell Long/HOU/ECT@ECT
 Detailed description:
 ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 02:00 PM ---------------------------
  Confirmation
 Chairperson: Richard Burchfield
 Sent by: Cindy Cicchetti
 Start: 09/27/2000 02:00 PM
 End: 09/27/2000 03:00 PM
 Description: Gas Trading Vision Meeting - Room EB2601
 This meeting repeats  starting on (if the date occurs on a weekend the 
 meeting ).
 Meeting Dates: 
 Phillip K Allen/HOU/ECT@ECT
 Hunter S Shively/HOU/ECT@ECT
 Scott Mills/HOU/ECT@ECT
 Allan Severude/HOU/ECT@ECT
 Jeffrey C Gossett/HOU/ECT@ECT
 Colleen Sullivan/HOU/ECT@ECT
 Russ Severson/HOU/ECT@ECT
 Jayant Krishnaswamy/HOU/ECT@ECT
 Russell Long/HOU/ECT@ECT
 Detailed description:
 Status update:
 Phillip K Allen -> No Response
 Hunter S Shively -> No Response
 Scott Mills -> No Response
 Allan Severude -> Accepted
 Jeffrey C Gossett -> Accepted
 Colleen Sullivan -> No Response
 Russ Severson -> No Response
 Jayant Krishnaswamy -> Accepted
 Russell Long -> Accepted
 ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 02:00 PM ---------------------------
  Reschedule
 Chairperson: Richard Burchfield
 Sent by: Cindy Cicchetti
 Start: 09/28/2000 01:00 PM
 End: 09/28/2000 02:00 PM
 Description: Gas Physical/Financail Positions - Room 2537
 This meeting repeats  starting on (if the date occurs on a weekend the 
 meeting ).
 Meeting Dates: 
 Fletcher J Sturm/HOU/ECT
 Scott Neal/HOU/ECT
 Hunter S Shively/HOU/ECT
 Phillip K Allen/HOU/ECT
 Allan Severude/HOU/ECT
 Scott Mills/HOU/ECT
 Russ Severson/HOU/ECT
 Detailed description:
 ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 02:00 PM ---------------------------
  Confirmation
 Chairperson: Richard Burchfield
 Sent by: Cindy Cicchetti
 Start: 09/28/2000 01:00 PM
 End: 09/28/2000 02:00 PM
 Description: Gas Physical/Financail Positions - Room 2537
 This meeting repeats  starting on (if the date occurs on a weekend the 
 meeting ).
 Meeting Dates: 
 Fletcher J Sturm/HOU/ECT
 Scott Neal/HOU/ECT
 Hunter S Shively/HOU/ECT
 Phillip K Allen/HOU/ECT
 Allan Severude/HOU/ECT
 Scott Mills/HOU/ECT
 Russ Severson/HOU/ECT
 Detailed description:
 Status update:
 Fletcher J Sturm -> No Response
 Scott Neal -> No Response
 Hunter S Shively -> No Response
 Phillip K Allen -> No Response
 Allan Severude -> Accepted
 Scott Mills -> Accepted
 Russ Severson -> Accepted
 ---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 02:00 PM ---------------------------
  
  
  
  From: Cindy Cicchetti  09/26/2000 10:38 AM
  
 To: Phillip K Allen/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Scott 
 Mills/HOU/ECT@ECT, Allan Severude/HOU/ECT@ECT, Jeffrey C Gossett/HOU/ECT@ECT, 
 Colleen Sullivan/HOU/ECT@ECT, Russ Severson/HOU/ECT@ECT, Jayant 
 Krishnaswamy/HOU/ECT@ECT, Russell Long/HOU/ECT@ECT
 cc:  
 Subject: Gas Trading Vision mtg.
 This meeting has been moved to 4:00 on Wed. in room 2601. I have sent a 
 confirmation to each of you via Lotus Notes. Sorry for all of the changes 
 but there was a scheduling problem with a couple of people for the original 
 time slot.","Subject: Re: Gas Trading Vision mtg. and Gas Physical/Financail Positions meetings

Dear Cindy,

Thank you for letting us know about the changes in the meeting schedules. I apologize for any inconvenience caused by the multiple changes, and I appreciate your effort to find suitable times for everyone.

Regarding the Gas Trading Vision Meeting on September 27th, I am available at 4:00 PM in room 2601. For the Gas Physical/Financail Positions meetings, I will be available on the rescheduled dates and times as follows:

- Gas Physical/Financial Positions (September 28th, 1:00 PM - 2:00 PM) in room 2537. Please find me there if you have any updates or changes.

Once again, thank you for your coordination, and I look forward to seeing everyone at the meetings.

Best regards,
[Your Name]","Hi Cindy,

Thank you for the update. I have noted the new time for the Gas Trading Vision meeting on Wednesday at 4:00 PM in room 2601. I appreciate your efforts in coordinating the schedules.

Best regards,  
Phillip",modelA wins,1.13
30,"Reagan,
 Just wanted to give you an update. I have changed the unit mix to include some 1 bedrooms and reduced the number of buildings to 12. Kipp Flores is working on the construction drawings. At the same time I am pursuing FHA financing. Once the construction drawings are complete I will send them to you for a revised bid. Your original bid was competitive and I am still attracted to your firm because of your strong local presence and contacts.
 Phillip","Dear Phillip,

Thank you for updating me on the project's progress. I appreciate your decision to include 1 bedroom units and reduce the number of buildings to 12. I look forward to seeing the construction drawings from Kipp Flores once they are completed.

Regarding the FHA financing, we are ready to assist in any way necessary. Once you send us the revised plans, we will be happy to provide a new bid for your consideration. We appreciate your continued interest in our firm and value our local presence and connections.

Best regards,
Reagan","Hi Phillip,

Thank you for the update. I'm glad to hear about the changes and appreciate your continued interest in our firm. Please keep me posted on the progress with the construction drawings and FHA financing. I look forward to reviewing the revised bid once the drawings are ready.

Best regards,  
Reagan",modelA wins,0.61
31,Nymex expiration is during this time frame. Please reschedule.,"Subject: Re: Rescheduling Meeting Due to Nymex Expiration

Hello [Recipient's Name],

I hope this message finds you well. I am writing to inform you that I have received your email regarding the upcoming meeting, and it appears we will need to reschedule due to the Nymex expiration during our planned time frame.

Please let me know a few alternative dates and times that would work for you, so we can find an agreeable solution. Thank you for your understanding and cooperation.

Best regards,
[Your Name]","Thank you for the heads-up. I will look into our schedule and make the necessary adjustments to avoid any conflicts. I'll get back to you shortly with a revised plan.

Best regards,",modelA wins,0.60
32,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 12:08 PM ---------------------------
  Invitation
 Chairperson: Richard Burchfield
 Sent by: Cindy Cicchetti
 Start: 09/27/2000 11:30 AM
 End: 09/27/2000 12:30 PM
 Description: Gas Trading Vision Meeting - Room EB2556
 This meeting repeats  starting on (if the date occurs on a weekend the 
 meeting ).
 Meeting Dates: 
 Phillip K Allen/HOU/ECT
 Hunter S Shively/HOU/ECT
 Scott Mills/HOU/ECT
 Allan Severude/HOU/ECT
 Jeffrey C Gossett/HOU/ECT
 Colleen Sullivan/HOU/ECT
 Russ Severson/HOU/ECT
 Jayant Krishnaswamy/HOU/ECT
 Russell Long/HOU/ECT
 Detailed description:","Subject: Re: Gas Trading Vision Meeting - Room EB2556

Dear Cindy and Richard,

Thank you for inviting me to the Gas Trading Vision Meeting scheduled on September 27, 2000, from 11:30 AM to 12:30 PM in Room EB2556. I appreciate your consideration in including me as part of this important discussion.

Please find below the list of participants:
- Phillip K Allen/HOU/ECT
- Hunter S Shively/HOU/ECT
- Scott Mills/HOU/ECT
- Allan Severude/HOU/ECT
- Jeffrey C Gossett/HOU/ECT
- Colleen Sullivan/HOU/ECT
- Russ Severson/HOU/ECT
- Jayant Krishnaswamy/HOU/ECT
- Russell Long/HOU/ECT

I look forward to collaborating with everyone and contributing to the meeting's objectives. If there is any specific topic or agenda item I should be particularly prepared for, kindly let me know in advance.

Best regards,
[Your Name]","Thank you for the invitation to the Gas Trading Vision Meeting. I will be attending and look forward to the discussion.

Best regards,  
Phillip K. Allen",modelB wins,1.24
33,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 12:07 PM ---------------------------
  
  
  
  From: Cindy Cicchetti  09/26/2000 09:23 AM
  
 To: Phillip K Allen/HOU/ECT@ECT, Hunter S Shively/HOU/ECT@ECT, Scott 
 Mills/HOU/ECT@ECT, Allan Severude/HOU/ECT@ECT, Russ Severson/HOU/ECT@ECT, 
 Fletcher J Sturm/HOU/ECT@ECT, Scott Neal/HOU/ECT@ECT
 cc:  
 Subject: Gas Physical/Financial Position
 I have scheduled and entered on each of your calendars a meeting for the 
 above referenced topic. It will take place on Thursday, 9/28 from 3:00 - 
 4:00 in Room EB2537.","Subject: Re: Gas Physical/Financial Position Meeting Reminder

Hi Team,

Just a quick reminder about our scheduled meeting tomorrow (Thursday, 9/28) from 3:00 - 4:00 PM in Room EB2537. We will be discussing the Gas Physical/Financial Position as per Cindy's email. Please make sure to attend and bring any relevant updates or insights you may have.

Looking forward to seeing everyone there!

Best regards,
[Your Name]","Thank you, Cindy.

I have noted the meeting on my calendar and will be there on Thursday at 3:00 PM in Room EB2537. Please let me know if there are any materials I should review beforehand.

Best regards,  
Phillip",modelA wins,0.72
34,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/26/2000 
 11:57 AM ---------------------------
 ""BS Stone"" <bs_stone@yahoo.com> on 09/26/2000 04:47:40 AM
 To: ""jeff"" <jeff@freeyellow.com>
 cc: ""Phillip K Allen"" <Phillip.K.Allen@enron.com> 
 Subject: closing
 Jeff, 
 ?
 Is the closing today?? After reviewing the agreement?I find it isn't binding 
 as far as I can determine.? It is too vague and it doesn't sound like 
 anything an attorney or title company would?draft for a real estate 
 closing--but, of course, I could be wrong.? 
 ?
 If this?closing is going to take place without this agreement then there is 
 no point in me following up on this?document's validity.? 
 ?
 I will just need to go back to my closing documents and see what's there and 
 find out where I am with that and deal with this as best I can.
 ?
 I guess I was expecting something that would be an exhibit to a recordable 
 document or something a little more exact, or rather?sort of a contract.? 
 This isn't either.? I tried to get a real estate atty on the phone last 
 night but he was out of pocket.? I talked to a crim. atty friend and he said 
 this is out of his area but doesn't sound binding to him.? 
 ?
 I will go back to mine and Phillip Allen's transaction?and take a look at 
 that but as vague and general as this is I doubt that my signature? is even 
 needed to complete this transaction.? I am in after 12 noon if there is any 
 need to contact me regarding the closing.
 ?
 I really do not want to hold up anything or generate more work for myself 
 and I don't want to insult or annoy anyone but this paper really doesn't 
 seem to be something required for a closing.? In the event you do need my 
 signature on something like this I would rather have time to have it 
 reviewed before I accept it.
 ?
 Brenda
 ?
 ?","Subject: Re: Closing

 Dear Brenda,

 I understand your concerns regarding the agreement for the closing. After reviewing the document, I agree that it appears to be less formal than what we usually use in such transactions. However, I would like to clarify a few points before making any decisions.

 Firstly, I'd like to confirm if the document you received is indeed related to our transaction with Phillip Allen. If so, could you please share more details about the purpose of this agreement and its intended role in the closing process? It would be helpful to know if it serves as an exhibit to a recordable document or has any other significance.

 I understand your preference for having sufficient time to review any documents before signing them. Rest assured that we will always strive to accommodate your requests and provide you with ample time for reviews whenever possible. If further action is required from your end, please let us know, and we'll do our best to schedule a suitable time for discussion.

 Please feel free to reach out if you have any questions or concerns regarding this matter. We value your input and are committed to ensuring a smooth and transparent transaction process.

 Best regards,
 Jeff","Hi Brenda,

Thank you for your email. I understand your concerns regarding the agreement and its binding nature. I'll look into this matter and get back to you with more clarity on the situation. It's important to ensure everything is in order before proceeding with the closing.

I'll coordinate with Jeff and any necessary parties to address your concerns and see if there's any additional documentation required. If there's anything else you need in the meantime, please feel free to let me know.

Best regards,

Phillip K. Allen",modelA wins,0.61
35,"Chris,
  What is the latest with PG&E? We have been having good discussions 
 regarding EOL.
  Call me when you can. X37041
 Phillip","Hi Philip,

Thank you for reaching out and for our productive discussions about End-of-Life (EOL) related to PG&E. I appreciate the opportunity to further discuss this matter at your earliest convenience. Please find my contact details below:

Phone Number: 555-1234
Email Address: chris.doe@example.com

Let's arrange a call that works best for both of us, and I will reach out to you soon.

Best regards,
Chris","Hi Phillip,

Thanks for reaching out. We’ve had productive discussions with PG&E, and things are progressing well. I’ll give you a call soon to discuss the latest updates on EOL.

Best,
Chris",modelB wins,0.72
36,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/25/2000 
 02:01 PM ---------------------------
  Reschedule
 Chairperson: Richard Burchfield
 Sent by: Cindy Cicchetti
 Start: 09/28/2000 01:00 PM
 End: 09/28/2000 02:00 PM
 Description: Gas Physical/Financail Positions - Room 2537
 This meeting repeats  starting on (if the date occurs on a weekend the 
 meeting ).
 Meeting Dates: 
 Fletcher J Sturm/HOU/ECT
 Scott Neal/HOU/ECT
 Hunter S Shively/HOU/ECT
 Phillip K Allen/HOU/ECT
 Allan Severude/HOU/ECT
 Scott Mills/HOU/ECT
 Russ Severson/HOU/ECT
 Detailed description:
  The meeting with Richard Burchfield/HOU/ECT was rescheduled.  
 On  09/28/2000 03:00:00 PM CDT 
 For  1 hour  
 With:  Richard Burchfield/HOU/ECT (Chairperson)  
  Fletcher J Sturm/HOU/ECT (Invited)  
  Scott Neal/HOU/ECT (Invited)  
  Hunter S Shively/HOU/ECT (Invited)  
  Phillip K Allen/HOU/ECT (Invited)  
  Allan Severude/HOU/ECT (Invited)  
  Scott Mills/HOU/ECT (Invited)  
  Russ Severson/HOU/ECT (Invited)  
 Gas Physical/Financail Positions - Room 2537","Subject: Re: Rescheduled Meeting with Richard Burchfield - Gas Physical/Financail Positions

Dear Cindy,

Thank you for the notification regarding the rescheduled meeting with Richard Burchfield. I have updated my calendar accordingly and will make sure to attend the new time on September 28th at 3:00 PM. The location is still Room 2537.

Please find below the list of attendees for your records:
- Richard Burchfield/HOU/ECT (Chairperson)
- Fletcher J Sturm/HOU/ECT (Invited)
- Scott Neal/HOU/ECT (Invited)
- Hunter S Shively/HOU/ECT (Invited)
- Phillip K Allen/HOU/ECT (Invited)
- Allan Severude/HOU/ECT (Invited)
- Scott Mills/HOU/ECT (Invited)
- Russ Severson/HOU/ECT (Invited)

Looking forward to our discussion on Gas Physical/Financial Positions.

Best regards,
[Your Name]","Subject: Re: Reschedule

Hi Cindy,

Thank you for the update on the rescheduling of the meeting. I have noted the new time and will be there.

Best regards,  
Phillip K. Allen",modelA wins,0.56
37,"---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/25/2000 
 02:00 PM ---------------------------
  Invitation
 Chairperson: Richard Burchfield
 Sent by: Cindy Cicchetti
 Start: 09/27/2000 01:00 PM
 End: 09/27/2000 02:00 PM
 Description: Gas Physical/Financail Positions - Room 2537
 This meeting repeats  starting on (if the date occurs on a weekend the 
 meeting ).
 Meeting Dates: 
 Fletcher J Sturm/HOU/ECT
 Scott Neal/HOU/ECT
 Hunter S Shively/HOU/ECT
 Phillip K Allen/HOU/ECT
 Allan Severude/HOU/ECT
 Scott Mills/HOU/ECT
 Russ Severson/HOU/ECT
 Detailed description:","Dear Cindy,

Thank you for the invitation to the Gas Physical/Financial Positions meeting scheduled for September 27, 2000 from 1:00 PM to 2:00 PM in Room 2537. I have noted the attendance of Fletcher J Sturm, Scott Neal, Hunter S Shively, Phillip K Allen, Allan Severude, Scott Mills, Russ Severson, and myself.

I look forward to discussing the detailed description of the meeting as outlined in your email. Please find below the dates for which this meeting repeats: [if the date occurs on a weekend, specify the corresponding weekday]

Best regards,
[Your Name]","Hello Cindy,

Thank you for the invitation. I will be attending the meeting on September 27th.

Best regards,
Phillip",modelB wins,0.67
38,"Greg,
 Happy B-day. Email me your phone # and I will call you.
 Keith","Dear Keith,

Thank you so much for your birthday greetings! I'd be happy to share my phone number with you. You can reach me at [Your Phone Number]. Looking forward to speaking soon.

Best regards,
Greg","Hi Keith,

Thank you for the birthday wishes! My phone number is [Your Phone Number]. Looking forward to your call.

Best,
Greg",modelB wins,0.62
39,"Kathy,
 Regarding the guest password for gas daily, can you please relay the 
 information to Mike Grigsby at 37031 so he can pass it along to the user at 
 gas daily today. I will be out of the office on Friday.
 thank you
 Phillip","Subject: Re: Guest Password for Gas Daily

Hi Phillip,

I've forwarded the guest password for Gas Daily to Mike Grigsby at extension 37031. He should be able to pass it along to the user at Gas Daily today.

If there are any issues or questions, please don't hesitate to reach out when you return from your trip on Friday.

Best,
Kathy","Hi Phillip,

Sure, I'll relay the guest password information to Mike Grigsby at 37031 so he can pass it along to the user at Gas Daily today. 

Have a great day!

Best,
Kathy",modelA wins,0.52
40,"John,
  Denver's short rockies position beyond 2002 is created by their Trailblazer 
 transport. They are unhedged 15,000/d in 2003 and 25,000/d in 2004 and 
 2005.  
  They are scrubbing all their books and booking the Hubert deal on Wednesday 
 and Thursday.
 Phillip","Dear Philip,

Thank you for sharing the details regarding Denver's short Rockies position beyond 2002, specifically the unhedged production volumes for the years 2003, 2004, and 2005. I appreciate your heads up about their scrubbing of all books and the booking of the Hubert deal on Wednesday and Thursday.

Please keep me informed if there are any updates or developments regarding these matters.

Best regards,
[Your Name]","Phillip,

Thank you for the update on Denver's position and the upcoming booking of the Hubert deal. Please let me know if there's anything specific I need to address or any further details required from my end.

Best regards,

John",modelB wins,1.17
41,"Jim,
 Is there going to be a conference call or some type of weekly meeting about all the regulatory issues facing California this week? Can you make sure the gas desk is included.
 Phillip","Subject: Re: Weekly Meeting Regarding California Regulatory Issues

Hello Phillip,

Thank you for your email. Yes, we are scheduling a conference call this week to discuss the regulatory issues in California. I will make sure to include the gas desk in the meeting invitation.

Please let me know if there is a specific day or time that works best for everyone involved.

Best regards,
Jim","Hi Phillip,

Thanks for reaching out. Yes, there will be a conference call scheduled this week to discuss the regulatory issues in California. I’ll make sure that the gas desk is included in the meeting invite. 

Best,  
Jim",modelB wins,0.66
